,0
"Личные установки и ценности, мировоззрение (2043_4)",1273.0
"Ответственность , добросовестность (СК) (614_4)",1212.0
Коммуникабельность (СК) (617_4),744.0
Дисциплинированность (СК) (593_4),682.0
Выполнение поручений руководителя (ОПТ) (3036_36),678.0
"Выполнение поставленных задач, приказов, распоряжений и поручений руководителя (1994_33)",620.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",617.0
"Саморазвитие, обучаемость (СК) (604_4)",580.0
Грамотность (СК) (1368_4),454.0
Внимательность (СК) (536_4),426.0
Пунктуальность (СК) (612_4),419.0
Владение ПК и оргтехникой (2686_33),327.0
"Многозадачность, интенсивность (СК) (627_4)",316.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",311.0
Стрессоустойчивость (СК) (601_4),301.0
Целеустремленность (СК) (588_4),270.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",251.0
Аккуратность (СК) (575_4),243.0
Выполнение отдельных служебных и личных поручений руководителя (2257_33),216.0
Нравственность (СК) (622_4),207.0
Ведение делопроизводства (2047_33),195.0
"Организаторские способности, лидерство (СК) (393_4)",178.0
"Работа в режиме многозадачности и с большими объемами информации, документов (2277_33)",166.0
Командность (СК) (1371_4),165.0
Ведение переписки с контрагентами (общие фразы) (2268_33),149.0
"Обеспечение и контроль исполнения поручений руководителя, сроков выполнения указаний/ распоряжений/ поручений и приказов (2251_33)",139.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",134.0
"Работа с информацией: поиск, сбор, обработка (2288_33)",120.0
Кропотливость (СК) (623_4),113.0
Английский язык (ЯС) (1918_32),80.0
"Координация деятельности офиса, руководства и сотрудников (3352_33)",71.0
"Ведение базы данных клиентов, CRM (2472_33)",61.0
Организация рабочего дня руководителя (2254_33),49.0
"Организация, координация, участие в проведении совещаний и заседаний (2249_33)",44.0
"Административная поддержка на всех этапах функционирования компании: офиса, руководства, сотрудников (3323_33)",43.0
"Взаимодействие с подразделениями и сотрудниками компании, совместная работа с сотрудниками (2544_33)",42.0
"Документальное обеспечение взаиморасчетов, работа со счетами и актами (2873_33)",41.0
Организация процесса закупки и приобретение товаров и услуг (2022_33),40.0
Знание правил делового общения (2048_33),21.0
