,0
"Ответственность , добросовестность (СК) (614_4)",907.0
Составление и контроль графика приема пациентов (2186_33),800.0
Стрессоустойчивость (СК) (601_4),688.0
Внимательность (СК) (536_4),510.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",417.0
Консультирование по медицинским услугам (2185_33),372.0
Пунктуальность (СК) (612_4),368.0
Вежливость (СК) (581_4),260.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),206.0
Командность (СК) (1371_4),186.0
"Организаторские способности, лидерство (СК) (393_4)",78.0
Исходящие звонки (3581_33),65.0
Английский язык (ЯС) (1918_32),33.0
