,0
"Ответственность , добросовестность (СК) (614_4)",2006.0
Составление и контроль графика приема пациентов (2186_33),1648.0
Стрессоустойчивость (СК) (601_4),1548.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",1262.0
Консультирование по медицинским услугам (2185_33),1041.0
Пунктуальность (СК) (612_4),950.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),765.0
Внимательность (СК) (536_4),689.0
Командность (СК) (1371_4),557.0
Вежливость (СК) (581_4),540.0
Исходящие звонки (3581_33),289.0
"Организаторские способности, лидерство (СК) (393_4)",265.0
Английский язык (ЯС) (1918_32),105.0
