,0
"Ответственность , добросовестность (СК) (614_4)",673.0
Дисциплинированность (СК) (593_4),468.0
Коммуникабельность (СК) (617_4),275.0
Покупка и доставка необходимых товаров за счет средств получателя социальных услуг (159_1),261.0
"Личные установки и ценности, мировоззрение (2043_4)",259.0
Предоставление социальных услуг (183_1),181.0
Помощь в оплате коммунальных и иных услуг за счет средств клиента (158_1),160.0
Помощь в уборке жилых помещений (166_1),137.0
Пунктуальность (СК) (612_4),134.0
Уход за нуждающимися категориями получателей социальных услуг (182_1),61.0
Командность (СК) (1371_4),50.0
Склонность к здоровому образу жизни (СК) (1662_4),36.0
