,0
"Ответственность , добросовестность (СК) (614_4)",1075.0
Дисциплинированность (СК) (593_4),785.0
Коммуникабельность (СК) (617_4),502.0
"Личные установки и ценности, мировоззрение (2043_4)",480.0
Покупка и доставка необходимых товаров за счет средств получателя социальных услуг (159_1),353.0
Предоставление социальных услуг (183_1),276.0
Уход за нуждающимися категориями получателей социальных услуг (182_1),260.0
Помощь в оплате коммунальных и иных услуг за счет средств клиента (158_1),259.0
Пунктуальность (СК) (612_4),223.0
Помощь в уборке жилых помещений (166_1),222.0
Склонность к здоровому образу жизни (СК) (1662_4),136.0
Командность (СК) (1371_4),104.0
