,0
"Ответственность , добросовестность (СК) (614_4)",110.0
"Личные установки и ценности, мировоззрение (2043_4)",60.0
Дисциплинированность (СК) (593_4),59.0
Коммуникабельность (СК) (617_4),37.0
Пунктуальность (СК) (612_4),33.0
Уход за нуждающимися категориями получателей социальных услуг (182_1),29.0
Покупка и доставка необходимых товаров за счет средств получателя социальных услуг (159_1),28.0
Предоставление социальных услуг (183_1),24.0
Помощь в уборке жилых помещений (166_1),18.0
Помощь в оплате коммунальных и иных услуг за счет средств клиента (158_1),17.0
Командность (СК) (1371_4),7.0
Склонность к здоровому образу жизни (СК) (1662_4),4.0
