,0
"Личные установки и ценности, мировоззрение (2043_4)",248.0
Выполнение массажа (массажист) (833_12),228.0
"Ответственность , добросовестность (СК) (614_4)",206.0
Коммуникабельность (СК) (617_4),193.0
Дисциплинированность (СК) (593_4),127.0
"Саморазвитие, обучаемость (СК) (604_4)",106.0
Аккуратность (СК) (575_4),98.0
Доброжелательность (СК) (1126_4),92.0
Пунктуальность (СК) (612_4),66.0
Командность (СК) (1371_4),56.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),55.0
Вежливость (СК) (581_4),42.0
Высокая работоспособность (СК) (586_4),34.0
"Организация безопасной среды для пациентов и персонала (медсестра, врач-стоматолог, массажист) (123_12)",32.0
Стрессоустойчивость (СК) (601_4),32.0
Грамотность (СК) (1368_4),29.0
Проведение обследования пациента (массажист) (2698_12),27.0
"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра) (2480_12)",22.0
Работа в перевязочном (процедурном) кабинете (медсестра) (149_12),22.0
"Позитивность, оптимизм (СК) (607_4)",20.0
Внимательность (СК) (536_4),17.0
Знание анатомии и техник массажа (2481_12),16.0
"Организаторские способности, лидерство (СК) (393_4)",16.0
Сестринское дело (73_12),16.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",16.0
Выполнение медицинского массажа (медсестра) (2141_12),14.0
Нравственность (СК) (622_4),13.0
Инициативность (СК) (610_4),13.0
Трудолюбие (СК) (597_4),13.0
Целеустремленность (СК) (588_4),12.0
"Дипломатичность, неконфликтность (СК) (1369_4)",3.0
"Верность, преданность, лояльность (СК) (582_4)",1.0
