,0
"Ответственность , добросовестность (СК) (614_4)",218.0
"Личные установки и ценности, мировоззрение (2043_4)",182.0
Выполнение массажа (массажист) (833_12),142.0
Коммуникабельность (СК) (617_4),126.0
Дисциплинированность (СК) (593_4),103.0
Аккуратность (СК) (575_4),78.0
Пунктуальность (СК) (612_4),76.0
"Саморазвитие, обучаемость (СК) (604_4)",74.0
Доброжелательность (СК) (1126_4),51.0
Вежливость (СК) (581_4),46.0
Высокая работоспособность (СК) (586_4),38.0
Работа в перевязочном (процедурном) кабинете (медсестра) (149_12),37.0
Командность (СК) (1371_4),28.0
"Организация безопасной среды для пациентов и персонала (медсестра, врач-стоматолог, массажист) (123_12)",28.0
Целеустремленность (СК) (588_4),27.0
Проведение обследования пациента (массажист) (2698_12),27.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),26.0
Стрессоустойчивость (СК) (601_4),22.0
Трудолюбие (СК) (597_4),19.0
Нравственность (СК) (622_4),15.0
Внимательность (СК) (536_4),15.0
Грамотность (СК) (1368_4),10.0
Инициативность (СК) (610_4),9.0
Знание анатомии и техник массажа (2481_12),8.0
Сестринское дело (73_12),8.0
"Позитивность, оптимизм (СК) (607_4)",5.0
"Организаторские способности, лидерство (СК) (393_4)",5.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",4.0
Выполнение медицинского массажа (медсестра) (2141_12),1.0
"Верность, преданность, лояльность (СК) (582_4)",1.0
"Дипломатичность, неконфликтность (СК) (1369_4)",0.0
"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра) (2480_12)",0.0
