,0
"Ответственность , добросовестность (СК) (614_4)",269.0
"Личные установки и ценности, мировоззрение (2043_4)",267.0
Выполнение массажа (массажист) (833_12),227.0
Коммуникабельность (СК) (617_4),185.0
Аккуратность (СК) (575_4),180.0
Пунктуальность (СК) (612_4),126.0
Дисциплинированность (СК) (593_4),118.0
"Саморазвитие, обучаемость (СК) (604_4)",110.0
Доброжелательность (СК) (1126_4),104.0
Вежливость (СК) (581_4),90.0
Высокая работоспособность (СК) (586_4),70.0
Командность (СК) (1371_4),56.0
Внимательность (СК) (536_4),52.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),49.0
"Организация безопасной среды для пациентов и персонала (медсестра, врач-стоматолог, массажист) (123_12)",49.0
Работа в перевязочном (процедурном) кабинете (медсестра) (149_12),40.0
Проведение обследования пациента (массажист) (2698_12),38.0
Стрессоустойчивость (СК) (601_4),34.0
Нравственность (СК) (622_4),31.0
Целеустремленность (СК) (588_4),27.0
Грамотность (СК) (1368_4),23.0
"Позитивность, оптимизм (СК) (607_4)",21.0
Инициативность (СК) (610_4),21.0
Трудолюбие (СК) (597_4),17.0
"Верность, преданность, лояльность (СК) (582_4)",15.0
"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра) (2480_12)",15.0
Знание анатомии и техник массажа (2481_12),14.0
Сестринское дело (73_12),14.0
"Организаторские способности, лидерство (СК) (393_4)",12.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",8.0
Выполнение медицинского массажа (медсестра) (2141_12),7.0
"Дипломатичность, неконфликтность (СК) (1369_4)",4.0
