,0
"Ответственность , добросовестность (СК) (614_4)",80.0
Выполнение массажа (массажист) (833_12),69.0
"Личные установки и ценности, мировоззрение (2043_4)",65.0
Коммуникабельность (СК) (617_4),62.0
Дисциплинированность (СК) (593_4),36.0
Доброжелательность (СК) (1126_4),25.0
Пунктуальность (СК) (612_4),25.0
Командность (СК) (1371_4),23.0
Аккуратность (СК) (575_4),22.0
"Саморазвитие, обучаемость (СК) (604_4)",21.0
"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра) (2480_12)",14.0
Работа в перевязочном (процедурном) кабинете (медсестра) (149_12),12.0
Вежливость (СК) (581_4),11.0
Нравственность (СК) (622_4),9.0
"Организаторские способности, лидерство (СК) (393_4)",9.0
Инициативность (СК) (610_4),8.0
"Организация безопасной среды для пациентов и персонала (медсестра, врач-стоматолог, массажист) (123_12)",7.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",7.0
Сестринское дело (73_12),7.0
"Позитивность, оптимизм (СК) (607_4)",6.0
Целеустремленность (СК) (588_4),5.0
Внимательность (СК) (536_4),5.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),5.0
Проведение обследования пациента (массажист) (2698_12),4.0
Стрессоустойчивость (СК) (601_4),3.0
Высокая работоспособность (СК) (586_4),3.0
Грамотность (СК) (1368_4),2.0
Знание анатомии и техник массажа (2481_12),1.0
Выполнение медицинского массажа (медсестра) (2141_12),1.0
Трудолюбие (СК) (597_4),1.0
"Дипломатичность, неконфликтность (СК) (1369_4)",0.0
"Верность, преданность, лояльность (СК) (582_4)",0.0
