,0
Оформление учетно-отчетной документации по искусственному осеменению животных и птицы (212_14),5.0
Диагностическое исследование животных и птицы перед искусственным осеменением (218_14),4.0
"Подготовка материалов, оборудования и инструментов к проведению искусственного осеменения (145_14)",4.0
Оформление учетно-отчетной документации (143_14),4.0
Оценка состояния животных для выявления готовности к участию в процессе воспроизводства (243_14),4.0
"Ответственность , добросовестность (СК) (614_4)",3.0
Ведение учета и отчетности (4351_14),2.0
Командность (СК) (1371_4),2.0
Дисциплинированность (СК) (593_4),2.0
Коммуникабельность (СК) (617_4),2.0
Выполнение работ по поддержанию безопасных ветеринарно-санитарных условий в пункте (станции) искусственного осеменения (241_14),1.0
Санитарная обработка животных и птицы перед искусственным осеменением (219_14),1.0
Внимательность (СК) (536_4),0.0
Соблюдение правил внутреннего распорядка и режима работы (4476_14),0.0
"Саморазвитие, обучаемость (СК) (604_4)",0.0
Пунктуальность (СК) (612_4),0.0
Соблюдение правил охраны труда (ОПТ) (3790_36),0.0
Оказание платных ветеринарных услуг (4470_14),0.0
Склонность к здоровому образу жизни (СК) (1662_4),0.0
"Личные установки и ценности, мировоззрение (2043_4)",0.0
