,0
"Ответственность , добросовестность (СК) (614_4)",532.0
"Личные установки и ценности, мировоззрение (2043_4)",356.0
Внимательность (СК) (536_4),339.0
Дисциплинированность (СК) (593_4),245.0
"Саморазвитие, обучаемость (СК) (604_4)",191.0
Чтение схем/чертежей (ОПТ) (3032_36),159.0
Контроль качества изделий (3466_35),142.0
Контроль качества продукции (4221_35),130.0
Использование контрольно-измерительных инструментов (3479_35),121.0
Аккуратность (СК) (575_4),113.0
Проводить входной контроль (4569_35),103.0
Контроль и приемка продукции (4586_35),101.0
"Организаторские способности, лидерство (СК) (393_4)",79.0
Знание компьютерных программ (3753_35),75.0
Коммуникабельность (СК) (617_4),73.0
"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",57.0
Проведение пооперационного и межоперационного контроля (4570_35),57.0
"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",49.0
Командность (СК) (1371_4),46.0
Сверка параметров продукции с эталоном или документацией (4818_35),43.0
Знание нормативной и методической документации (4566_35),19.0
Проведение визуально-измерительного контроля (4677_35),13.0
Умение читать конструкторскую и технологическую документацию (3439_35),11.0
Организация работы по повышению качества продукции (4671_35),6.0
Руководство работниками службы качества (4619_35),0.0
