,0
"Ответственность , добросовестность (СК) (614_4)",226.0
Внимательность (СК) (536_4),153.0
"Личные установки и ценности, мировоззрение (2043_4)",137.0
Дисциплинированность (СК) (593_4),110.0
Контроль качества изделий (3466_35),75.0
"Саморазвитие, обучаемость (СК) (604_4)",66.0
Аккуратность (СК) (575_4),66.0
Коммуникабельность (СК) (617_4),57.0
Контроль качества продукции (4221_35),48.0
"Организаторские способности, лидерство (СК) (393_4)",47.0
Знание компьютерных программ (3753_35),36.0
Чтение схем/чертежей (ОПТ) (3032_36),31.0
Сверка параметров продукции с эталоном или документацией (4818_35),29.0
Проводить входной контроль (4569_35),28.0
Контроль и приемка продукции (4586_35),27.0
Командность (СК) (1371_4),24.0
"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",22.0
Использование контрольно-измерительных инструментов (3479_35),17.0
Проведение пооперационного и межоперационного контроля (4570_35),15.0
"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",10.0
Знание нормативной и методической документации (4566_35),7.0
Умение читать конструкторскую и технологическую документацию (3439_35),5.0
Организация работы по повышению качества продукции (4671_35),4.0
Проведение визуально-измерительного контроля (4677_35),0.0
Руководство работниками службы качества (4619_35),0.0
