,0
Чтение схем/чертежей (ОПТ) (3032_36),92.0
Контроль и приемка продукции (4586_35),79.0
"Личные установки и ценности, мировоззрение (2043_4)",69.0
Использование контрольно-измерительных инструментов (3479_35),68.0
Умение читать конструкторскую и технологическую документацию (3439_35),42.0
"Ответственность , добросовестность (СК) (614_4)",42.0
Внимательность (СК) (536_4),29.0
Аккуратность (СК) (575_4),25.0
Контроль качества изделий (3466_35),17.0
Сверка параметров продукции с эталоном или документацией (4818_35),15.0
Проведение визуально-измерительного контроля (4677_35),15.0
"Организаторские способности, лидерство (СК) (393_4)",14.0
Проводить входной контроль (4569_35),9.0
Дисциплинированность (СК) (593_4),7.0
Контроль качества продукции (4221_35),6.0
Знание нормативной и методической документации (4566_35),3.0
Знание компьютерных программ (3753_35),3.0
"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",2.0
Командность (СК) (1371_4),1.0
"Саморазвитие, обучаемость (СК) (604_4)",1.0
Организация работы по повышению качества продукции (4671_35),1.0
Руководство работниками службы качества (4619_35),0.0
Проведение пооперационного и межоперационного контроля (4570_35),0.0
"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",0.0
Коммуникабельность (СК) (617_4),0.0
