,0
"Ответственность , добросовестность (СК) (614_4)",565.0
"Личные установки и ценности, мировоззрение (2043_4)",438.0
Дисциплинированность (СК) (593_4),311.0
Чтение схем/чертежей (ОПТ) (3032_36),307.0
Внимательность (СК) (536_4),277.0
Контроль качества изделий (3466_35),265.0
Контроль качества продукции (4221_35),207.0
Проводить входной контроль (4569_35),206.0
Использование контрольно-измерительных инструментов (3479_35),190.0
"Организаторские способности, лидерство (СК) (393_4)",121.0
"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",114.0
Контроль и приемка продукции (4586_35),114.0
Аккуратность (СК) (575_4),112.0
Коммуникабельность (СК) (617_4),104.0
Проведение пооперационного и межоперационного контроля (4570_35),100.0
"Саморазвитие, обучаемость (СК) (604_4)",89.0
Командность (СК) (1371_4),73.0
Знание компьютерных программ (3753_35),70.0
"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",66.0
Сверка параметров продукции с эталоном или документацией (4818_35),64.0
Знание нормативной и методической документации (4566_35),64.0
Умение читать конструкторскую и технологическую документацию (3439_35),59.0
Организация работы по повышению качества продукции (4671_35),36.0
Проведение визуально-измерительного контроля (4677_35),20.0
Руководство работниками службы качества (4619_35),9.0
