,0
"Ответственность , добросовестность (СК) (614_4)",172.0
Дисциплинированность (СК) (593_4),110.0
Контроль качества продукции (4221_35),102.0
Чтение схем/чертежей (ОПТ) (3032_36),100.0
"Личные установки и ценности, мировоззрение (2043_4)",99.0
Контроль качества изделий (3466_35),80.0
Коммуникабельность (СК) (617_4),51.0
"Организаторские способности, лидерство (СК) (393_4)",51.0
Проводить входной контроль (4569_35),48.0
Внимательность (СК) (536_4),45.0
Проведение пооперационного и межоперационного контроля (4570_35),45.0
Знание нормативной и методической документации (4566_35),38.0
Контроль и приемка продукции (4586_35),37.0
Использование контрольно-измерительных инструментов (3479_35),36.0
"Оформление сопроводительной документации по качеству, протоколов, сертификатов (4559_35)",32.0
"Контроль качества материалов, полуфабрикатов и комплектующих (4599_35)",30.0
Командность (СК) (1371_4),23.0
Аккуратность (СК) (575_4),22.0
Знание компьютерных программ (3753_35),22.0
Организация работы по повышению качества продукции (4671_35),20.0
Сверка параметров продукции с эталоном или документацией (4818_35),17.0
Руководство работниками службы качества (4619_35),16.0
Умение читать конструкторскую и технологическую документацию (3439_35),16.0
"Саморазвитие, обучаемость (СК) (604_4)",9.0
Проведение визуально-измерительного контроля (4677_35),3.0
