,0
"Ответственность , добросовестность (СК) (614_4)",1046.0
Дисциплинированность (СК) (593_4),739.0
"Личные установки и ценности, мировоззрение (2043_4)",513.0
Осмотр животных и диагностивание болезней (4248_14),366.0
Коммуникабельность (СК) (617_4),350.0
"Саморазвитие, обучаемость (СК) (604_4)",332.0
Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),322.0
Проведение диагностических исследований (4354_14),318.0
Консультирование по вопросам лечения животных (4244_14),236.0
Пунктуальность (СК) (612_4),220.0
Командность (СК) (1371_4),218.0
Осуществлять исследование причин возникновения процессов протекания болезней животных (4474_14),216.0
Соблюдение правил внутреннего распорядка и режима работы (4476_14),210.0
Организация и проведение ветеринарных мероприятий (4359_14),197.0
Подготовка и проведение профилактических ветеринарно-санитарных и оздоровительных мероприятий (4357_14),180.0
Оказание платных ветеринарных услуг (4470_14),171.0
Склонность к здоровому образу жизни (СК) (1662_4),158.0
Аккуратность (СК) (575_4),91.0
Принципы лечения и профилактики болезней (4254_14),85.0
Методы лечения животных (4352_14),54.0
Стрессоустойчивость (СК) (601_4),50.0
Проведение хирургических операций (4557_14),49.0
проведение противоэпизоотических мероприятий (4459_14),46.0
Продажа ветеринарных препаратов (4489_14),42.0
Умение работать с клиентами (4722_14),40.0
Вакцинация животных (4396_14),36.0
Ассистирование (4464_14),33.0
Лечение скота и птицы (4350_14),32.0
Поддержание чистоты в помещениях ветеринарной клиники (142_14),27.0
Клинические обследования животных (4936_14),26.0
Повышение продуктивности скота и птицы (4490_14),23.0
Помощь врачу на приеме (4400_14),17.0
Контроль процессов (6210_14),10.0
"Контроль, проверка лечения пациентов (5974_14)",8.0
Использование диагностического оборудования: рентген (4554_14),7.0
