,0
"Ответственность , добросовестность (СК) (614_4)",371.0
"Личные установки и ценности, мировоззрение (2043_4)",266.0
Дисциплинированность (СК) (593_4),264.0
Осмотр животных и диагностивание болезней (4248_14),243.0
Проведение диагностических исследований (4354_14),201.0
Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),186.0
Подготовка и проведение профилактических ветеринарно-санитарных и оздоровительных мероприятий (4357_14),136.0
Осуществлять исследование причин возникновения процессов протекания болезней животных (4474_14),132.0
Оказание платных ветеринарных услуг (4470_14),115.0
Коммуникабельность (СК) (617_4),106.0
Командность (СК) (1371_4),96.0
Организация и проведение ветеринарных мероприятий (4359_14),91.0
"Саморазвитие, обучаемость (СК) (604_4)",69.0
Методы лечения животных (4352_14),67.0
Пунктуальность (СК) (612_4),65.0
Проведение хирургических операций (4557_14),64.0
Соблюдение правил внутреннего распорядка и режима работы (4476_14),59.0
Консультирование по вопросам лечения животных (4244_14),58.0
проведение противоэпизоотических мероприятий (4459_14),58.0
Вакцинация животных (4396_14),50.0
Лечение скота и птицы (4350_14),49.0
Клинические обследования животных (4936_14),48.0
Принципы лечения и профилактики болезней (4254_14),46.0
Контроль процессов (6210_14),43.0
Стрессоустойчивость (СК) (601_4),42.0
Склонность к здоровому образу жизни (СК) (1662_4),27.0
Повышение продуктивности скота и птицы (4490_14),25.0
Аккуратность (СК) (575_4),20.0
Использование диагностического оборудования: рентген (4554_14),19.0
Умение работать с клиентами (4722_14),5.0
Продажа ветеринарных препаратов (4489_14),5.0
"Контроль, проверка лечения пациентов (5974_14)",5.0
Поддержание чистоты в помещениях ветеринарной клиники (142_14),1.0
Ассистирование (4464_14),1.0
Помощь врачу на приеме (4400_14),0.0
