,0
Техносферная безопасность (1378_1),375.0
"Организаторские способности, лидерство (СК) (393_4)",334.0
"Личные установки и ценности, мировоззрение (2043_4)",293.0
Участие в расследовании несчастных случаев и профессиональных заболеваний (285_1),206.0
Проведение и оформление инструктажей по охране труда (284_1),198.0
"Организация, координация и ведение работ по охране труда (342_1)",190.0
"Организация и проведение профилактических работ по предупреждению производственного травматизма, профессиональных заболеваний (289_1)",187.0
Законы и иные нормативно-правовые акты в сфере охраны труда (337_1),165.0
Работа с предписаниями органов надзорного контроля (353_1),159.0
Организация и контроль обеспечения безопасных условий и охраны труда (347_1),158.0
"Ответственность , добросовестность (СК) (614_4)",139.0
"Обеспечение работников СИЗ, спецодеждой и специальной обувью: контроль, выдача, применение, ремонт (343_1)",138.0
"Планирование, организация и проведение обучения и аттестации работников в области охраны труда (287_1)",134.0
Контроль за соблюдением требований по охране труда и иных (349_1),126.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),118.0
Взаимодействие с органами государственного надзора в части ОТ (359_1),92.0
Коммуникабельность (СК) (617_4),91.0
"Оформление и выдача актов проверок, предписаний (570_1)",78.0
Обеспечение создания и функционирования управления системой охраны труда (344_1),58.0
Командность (СК) (1371_4),47.0
Проведение СОУТ (327_1),44.0
Организация и контроль проведения медицинских осмотров (332_1),44.0
Дисциплинированность (СК) (593_4),37.0
"Участие в расследовании производственного травматизма, аварий, инцидентов (670_1)",30.0
Внимательность (СК) (536_4),22.0
Пунктуальность (СК) (612_4),17.0
"Дальновидность, стратегическое мышление, рассудительность (СК) (590_4).1",3.0
Аккуратность (СК) (575_4),2.0
Амбициозность (СК) (1367_4).1,0.0
