,0
"Личные установки и ценности, мировоззрение (2043_4)",403.0
Коммуникабельность (СК) (617_4),348.0
Пользователь ПК (922_8),256.0
Консультирование по экономическим и финансовым вопросам (3238_8),229.0
Заключение договоров с контрагентами (1212_8),208.0
"Ответственность , добросовестность (СК) (614_4)",206.0
Стрессоустойчивость (СК) (601_4),142.0
Работа с покупателями и клиентами (4062_8),136.0
Целеустремленность (СК) (588_4),127.0
Заключение новых договоров страхования (6657_8),124.0
Внимательность (СК) (536_4),121.0
"Саморазвитие, обучаемость (СК) (604_4)",116.0
Знание 1С (2742_8),103.0
Пролонгация договоров страхования (6659_8),91.0
Продажа страховых продуктов (6818_8),84.0
Поддержка и работа с клиентами (6891_8),83.0
Консультирование по вопросам страхования (6668_8),81.0
Клиентоцентричность (клиенториентированность) (СК) (626_4),81.0
"Умение  вести переписку, деловые переговоры, коммуницировать (1320_8)",81.0
Дисциплинированность (СК) (593_4),78.0
Высокая работоспособность (СК) (586_4),66.0
Поиск клиентов для заключение договора страхования (6806_8),66.0
Активность (СК) (576_4),63.0
Формирование и ведение базы клиентов (6893_8),61.0
Консультирование по кредитным продуктам (6873_8),59.0
Пунктуальность (СК) (612_4),55.0
анализ выполнения плана (3431_8),55.0
Доброжелательность (СК) (1126_4),54.0
"Заключение, пролонгация, оформление договоров ОСАГО (6673_8)",47.0
(О) Работа с документами (кроме первичных) (1601_8),42.0
Знание работы с компьютером (925_8),40.0
Инициативность (СК) (610_4),34.0
"Страхование: заключение договора страхования, ведение учета по договорам страхования (3626_8)",33.0
Расчет стоимости страхового полиса/премии (6796_8),33.0
(О) Взаимодействие с банками (856_8),29.0
Выполнение продаж (6841_8),24.0
Консультирование по программе автострахования (6844_8),22.0
"Приобретение, ремонт, продажа автомобилей (7130_8)",17.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),17.0
Нравственность (СК) (622_4),15.0
Подготовка отчетности (3398_8),12.0
Обзвон клиентов (6852_8),11.0
Передача полисов клиентам (6931_8),11.0
Ведение документооборота страхования (6820_8),10.0
Ведение отчетности по договорам страхования (6670_8),10.0
"Дальновидность, стратегическое мышление, рассудительность (СК) (590_4)",3.0
"Проектирование инвестиций: политика, программа, проект, бюджет (3243_8)",0.0
