,0
"Ответственность , добросовестность (СК) (614_4)",93.0
Дисциплинированность (СК) (593_4),46.0
"Личные установки и ценности, мировоззрение (2043_4)",41.0
Коммуникабельность (СК) (617_4),32.0
Оказание лечебной помощи животным (200_14),25.0
Проведение профилактических мероприятий по предупреждению заболеваний животных и падежа (4253_14),21.0
Пунктуальность (СК) (612_4),18.0
Оказание платных ветеринарных услуг (4470_14),17.0
Осмотр животных и диагностивание болезней (4248_14),16.0
оказание лечебно-профилактической и санитарно-профилактической помощи (4258_14),12.0
Соблюдение правил внутреннего распорядка и режима работы (4476_14),11.0
Склонность к здоровому образу жизни (СК) (1662_4),1.0
